enssscg_id	display_name	biotype
ENSSSCG00000017000	RANBP17	protein_coding
ENSSSCG00000017003	KCNIP1	protein_coding
ENSSSCG00000017005	KCNMB1	protein_coding
ENSSSCG00000017006	LCP2	protein_coding
ENSSSCG00000017008	DOCK2	protein_coding
ENSSSCG00000017009	FOXI1	protein_coding
ENSSSCG00000017010	FAM196B	protein_coding
ENSSSCG00000017012	SLIT3	protein_coding
ENSSSCG00000017013	FBLL1	protein_coding
ENSSSCG00000017014	PANK3	protein_coding
ENSSSCG00000017015	RARS	protein_coding
ENSSSCG00000017018	NULL	protein_coding
ENSSSCG00000017019	NULL	protein_coding
ENSSSCG00000017022	HMMR	protein_coding
ENSSSCG00000017024	CCNG1	protein_coding
ENSSSCG00000017025	GABRG2	protein_coding
ENSSSCG00000017027	GABRA6	protein_coding
ENSSSCG00000017032	NULL	protein_coding
ENSSSCG00000017033	SLU7	protein_coding
ENSSSCG00000017036	CCNJL	protein_coding
ENSSSCG00000017037	FABP6	protein_coding
ENSSSCG00000017038	NULL	protein_coding
ENSSSCG00000017041	ADRA1B	protein_coding
ENSSSCG00000017042	UBLCP1	protein_coding
ENSSSCG00000017043	RNF145	protein_coding
ENSSSCG00000017044	IL12B	protein_coding
ENSSSCG00000017046	EBF1	protein_coding
ENSSSCG00000017047	CLINT1	protein_coding
ENSSSCG00000017051	SOX30	protein_coding
ENSSSCG00000017052	ADAM19	protein_coding
ENSSSCG00000017053	NIPAL4	protein_coding
ENSSSCG00000017054	CYFIP2	protein_coding
ENSSSCG00000017055	FNDC9	protein_coding
ENSSSCG00000017057	FAM71B	protein_coding
ENSSSCG00000017058	MED7	protein_coding
ENSSSCG00000017061	NULL	protein_coding
ENSSSCG00000017062	NULL	protein_coding
ENSSSCG00000017063	NULL	protein_coding
ENSSSCG00000017065	NULL	protein_coding
ENSSSCG00000017066	GEMIN5	protein_coding
ENSSSCG00000017067	CNOT8	protein_coding
ENSSSCG00000017068	FAXDC2	protein_coding
ENSSSCG00000017069	LARP1	protein_coding
ENSSSCG00000017072	GALNT10	protein_coding
ENSSSCG00000017073	FAM114A2	protein_coding
ENSSSCG00000017076	NMUR2	protein_coding
ENSSSCG00000017077	NULL	protein_coding
ENSSSCG00000017078	GLRA1	protein_coding
ENSSSCG00000017082	SPARC	protein_coding
ENSSSCG00000017084	FAT2	protein_coding
ENSSSCG00000017086	SLC36A2	protein_coding
ENSSSCG00000017087	GM2A	protein_coding
ENSSSCG00000017089	ANXA6	protein_coding
ENSSSCG00000017091	TNIP1	protein_coding
ENSSSCG00000017094	MARCH6	protein_coding
ENSSSCG00000017095	SEMA5A	protein_coding
ENSSSCG00000017098	C5orf49	protein_coding
ENSSSCG00000017099	FASTKD3	protein_coding
ENSSSCG00000017100	MTRR	protein_coding
ENSSSCG00000017101	ADCY2	protein_coding
ENSSSCG00000017102	PAPD7	protein_coding
ENSSSCG00000017103	NULL	protein_coding
ENSSSCG00000017104	NSUN2	protein_coding
ENSSSCG00000017106	MED10	protein_coding
ENSSSCG00000017108	NULL	protein_coding
ENSSSCG00000017109	ADAMTS16	protein_coding
ENSSSCG00000017112	IRX4	protein_coding
ENSSSCG00000017114	NDUFS6	protein_coding
ENSSSCG00000017116	LPCAT1	protein_coding
ENSSSCG00000017117	SLC6A18	protein_coding
ENSSSCG00000017118	TERT	protein_coding
ENSSSCG00000017119	CLPTM1L	protein_coding
ENSSSCG00000017120	SLC6A19	protein_coding
ENSSSCG00000017121	SLC6A3	protein_coding
ENSSSCG00000017125	FOXK2	protein_coding
ENSSSCG00000017126	NARF	protein_coding
ENSSSCG00000017127	C17orf62	protein_coding
ENSSSCG00000017128	NULL	protein_coding
ENSSSCG00000017129	NULL	protein_coding
ENSSSCG00000017131	FN3K	protein_coding
ENSSSCG00000017133	WDR45B	protein_coding
ENSSSCG00000017134	FN3KRP	protein_coding
ENSSSCG00000017135	ZNF750	protein_coding
ENSSSCG00000017136	TBCD	protein_coding
ENSSSCG00000017137	METRNL	protein_coding
ENSSSCG00000017139	RPTOR	protein_coding
ENSSSCG00000017140	CHMP6	protein_coding
ENSSSCG00000017141	AATK	protein_coding
ENSSSCG00000017142	BAIAP2	protein_coding
ENSSSCG00000017143	CEP131	protein_coding
ENSSSCG00000017144	NPTX1	protein_coding
ENSSSCG00000017146	RNF213	protein_coding
ENSSSCG00000017152	SGSH	protein_coding
ENSSSCG00000017154	CARD14	protein_coding
ENSSSCG00000017155	EIF4A3	protein_coding
ENSSSCG00000017156	GAA	protein_coding
ENSSSCG00000017158	CCDC40	protein_coding
ENSSSCG00000017159	TBC1D16	protein_coding
ENSSSCG00000017160	CBX4	protein_coding
ENSSSCG00000017163	ENPP7	protein_coding
ENSSSCG00000017164	TIMP2	protein_coding
ENSSSCG00000017165	USP36	protein_coding
ENSSSCG00000017167	CYTH1	protein_coding
ENSSSCG00000017168	SEPT9	protein_coding
ENSSSCG00000017169	SEC14L1	protein_coding
ENSSSCG00000017170	MGAT5B	protein_coding
ENSSSCG00000017172	ST6GALNAC1	protein_coding
ENSSSCG00000017176	NULL	protein_coding
ENSSSCG00000017177	ST6GALNAC2	protein_coding
ENSSSCG00000017178	SPHK1	protein_coding
ENSSSCG00000017181	CYGB	protein_coding
ENSSSCG00000017184	PRPSAP1	protein_coding
ENSSSCG00000017186	RNF157	protein_coding
ENSSSCG00000017187	FOXJ1	protein_coding
ENSSSCG00000017188	ZACN	protein_coding
ENSSSCG00000017189	GALR2	protein_coding
ENSSSCG00000017190	EXOC7	protein_coding
ENSSSCG00000017191	SRP68	protein_coding
ENSSSCG00000017192	EVPL	protein_coding
ENSSSCG00000017193	CDK3	protein_coding
ENSSSCG00000017194	TEN1	protein_coding
ENSSSCG00000017195	TRIM65	protein_coding
ENSSSCG00000017196	MRPL38	protein_coding
ENSSSCG00000017197	FBF1	protein_coding
ENSSSCG00000017198	ACOX1	protein_coding
ENSSSCG00000017199	TRIM47	protein_coding
ENSSSCG00000017200	UNC13D	protein_coding
ENSSSCG00000017201	UNK	protein_coding
ENSSSCG00000017202	NULL	protein_coding
ENSSSCG00000017203	GALK1	protein_coding
ENSSSCG00000017204	ITGB4	protein_coding
ENSSSCG00000017205	SAP30BP	protein_coding
ENSSSCG00000017206	GRB2	protein_coding
ENSSSCG00000017207	NUP85	protein_coding
ENSSSCG00000017208	SLC25A19	protein_coding
ENSSSCG00000017209	MIF4GD	protein_coding
ENSSSCG00000017211	GGA3	protein_coding
ENSSSCG00000017212	SUMO2	protein_coding
ENSSSCG00000017213	JPT1	protein_coding
ENSSSCG00000017214	ARMC7	protein_coding
ENSSSCG00000017215	SLC16A5	protein_coding
ENSSSCG00000017216	NULL	protein_coding
ENSSSCG00000017218	CDR2L	protein_coding
ENSSSCG00000017219	HID1	protein_coding
ENSSSCG00000017220	OTOP3	protein_coding
ENSSSCG00000017222	OTOP2	protein_coding
ENSSSCG00000017223	USH1G	protein_coding
ENSSSCG00000017226	FADS6	protein_coding
ENSSSCG00000017227	FDXR	protein_coding
ENSSSCG00000017230	TMEM104	protein_coding
ENSSSCG00000017231	NAT9	protein_coding
ENSSSCG00000017232	SLC9A3R1	protein_coding
ENSSSCG00000017233	RAB37	protein_coding
ENSSSCG00000017235	NULL	protein_coding
ENSSSCG00000017236	CD300C	protein_coding
ENSSSCG00000017237	NULL	protein_coding
ENSSSCG00000017238	TTYH2	protein_coding
ENSSSCG00000017239	NULL	protein_coding
ENSSSCG00000017244	SDK2	protein_coding
ENSSSCG00000017245	CDC42EP4	protein_coding
ENSSSCG00000017246	C17orf80	protein_coding
ENSSSCG00000017248	COG1	protein_coding
ENSSSCG00000017249	SSTR2	protein_coding
ENSSSCG00000017251	SOX9	protein_coding
ENSSSCG00000017254	MAP2K6	protein_coding
ENSSSCG00000017255	ABCA5	protein_coding
ENSSSCG00000017256	ABCA6	protein_coding
ENSSSCG00000017257	ABCA9	protein_coding
ENSSSCG00000017258	FAM20A	protein_coding
ENSSSCG00000017259	PRKAR1A	protein_coding
ENSSSCG00000017260	WIPI1	protein_coding
ENSSSCG00000017261	ARSG	protein_coding
ENSSSCG00000017262	SLC16A6	protein_coding
ENSSSCG00000017264	AMZ2	protein_coding
ENSSSCG00000017265	AXIN2	protein_coding
ENSSSCG00000017268	PRKCA	protein_coding
ENSSSCG00000017271	CACNG1	protein_coding
ENSSSCG00000017272	HELZ	protein_coding
ENSSSCG00000017273	PSMD12	protein_coding
ENSSSCG00000017274	PITPNC1	protein_coding
ENSSSCG00000017275	NOL11	protein_coding
ENSSSCG00000017277	PECAM1	protein_coding
ENSSSCG00000017278	TEX2	protein_coding
ENSSSCG00000017279	ERN1	protein_coding
ENSSSCG00000017282	SCN4A	protein_coding
ENSSSCG00000017283	CD79B	protein_coding
ENSSSCG00000017285	NULL	protein_coding
ENSSSCG00000017287	PSMC5	protein_coding
ENSSSCG00000017288	FTSJ3	protein_coding
ENSSSCG00000017289	DDX42	protein_coding
ENSSSCG00000017290	STRADA	protein_coding
ENSSSCG00000017294	DCAF7	protein_coding
ENSSSCG00000017295	KCNH6	protein_coding
ENSSSCG00000017296	ACE	protein_coding
ENSSSCG00000017297	CYB561	protein_coding
ENSSSCG00000017298	TANC2	protein_coding
ENSSSCG00000017299	MARCH10	protein_coding
ENSSSCG00000017300	MRC2	protein_coding
ENSSSCG00000017301	TLK2	protein_coding
ENSSSCG00000017304	EFCAB3	protein_coding
ENSSSCG00000017305	EFCAB13	protein_coding
ENSSSCG00000017306	ITGB3	protein_coding
ENSSSCG00000017307	MYL4	protein_coding
ENSSSCG00000017308	CDC27	protein_coding
ENSSSCG00000017310	KANSL1	protein_coding
ENSSSCG00000017311	MAPT	protein_coding
ENSSSCG00000017313	NULL	protein_coding
ENSSSCG00000017314	SPPL2C	protein_coding
ENSSSCG00000017316	NSF	protein_coding
ENSSSCG00000017317	WNT3	protein_coding
ENSSSCG00000017320	RPRML	protein_coding
ENSSSCG00000017321	LYZL6	protein_coding
ENSSSCG00000017324	NULL	protein_coding
ENSSSCG00000017325	PLEKHM1	protein_coding
ENSSSCG00000017328	ARHGAP27	protein_coding
ENSSSCG00000017330	MAP3K14	protein_coding
ENSSSCG00000017331	NULL	protein_coding
ENSSSCG00000017332	NULL	protein_coding
ENSSSCG00000017333	FMNL1	protein_coding
ENSSSCG00000017335	HEXIM2	protein_coding
ENSSSCG00000017336	NULL	pseudogene
ENSSSCG00000017337	ACBD4	protein_coding
ENSSSCG00000017338	PLCD3	protein_coding
ENSSSCG00000017339	NMT1	protein_coding
ENSSSCG00000017340	DCAKD	protein_coding
ENSSSCG00000017342	KIF18B	protein_coding
ENSSSCG00000017343	GFAP	protein_coding
ENSSSCG00000017344	NULL	protein_coding
ENSSSCG00000017345	NULL	protein_coding
ENSSSCG00000017346	EFTUD2	protein_coding
ENSSSCG00000017347	HIGD1B	protein_coding
ENSSSCG00000017349	ADAM11	protein_coding
ENSSSCG00000017351	MEIOC	protein_coding
ENSSSCG00000017352	NULL	protein_coding
ENSSSCG00000017355	GRN	protein_coding
ENSSSCG00000017356	FAM171A2	protein_coding
ENSSSCG00000017357	ITGA2B	protein_coding
ENSSSCG00000017358	SLC4A1	protein_coding
ENSSSCG00000017359	RUNDC3A	protein_coding
ENSSSCG00000017360	UBTF	protein_coding
ENSSSCG00000017362	ATXN7L3	protein_coding
ENSSSCG00000017364	C17orf53	protein_coding
ENSSSCG00000017365	G6PC3	protein_coding
ENSSSCG00000017366	HDAC5	protein_coding
ENSSSCG00000017367	MPP2	protein_coding
ENSSSCG00000017368	PPY	protein_coding
ENSSSCG00000017371	TMEM101	protein_coding
ENSSSCG00000017372	MPP3	protein_coding
ENSSSCG00000017373	CFAP97D1	protein_coding
ENSSSCG00000017376	MEOX1	protein_coding
ENSSSCG00000017377	NULL	protein_coding
ENSSSCG00000017378	DHX8	protein_coding
ENSSSCG00000017379	ETV4	protein_coding
ENSSSCG00000017380	ARL4D	protein_coding
ENSSSCG00000017382	EZH1	protein_coding
ENSSSCG00000017383	NULL	protein_coding
ENSSSCG00000017384	AOC2	protein_coding
ENSSSCG00000017385	PSME3	protein_coding
ENSSSCG00000017386	BECN1	protein_coding
ENSSSCG00000017387	WNK4	protein_coding
ENSSSCG00000017388	COA3	protein_coding
ENSSSCG00000017389	RAMP2	protein_coding
ENSSSCG00000017391	PLEKHH3	protein_coding
ENSSSCG00000017392	CCR10	protein_coding
ENSSSCG00000017393	CNTNAP1	protein_coding
ENSSSCG00000017394	NULL	protein_coding
ENSSSCG00000017395	RETREG3	protein_coding
ENSSSCG00000017396	PSMC3IP	protein_coding
ENSSSCG00000017397	MLX	protein_coding
ENSSSCG00000017398	COASY	protein_coding
ENSSSCG00000017401	ATP6V0A1	protein_coding
ENSSSCG00000017402	STAT5A	protein_coding
ENSSSCG00000017403	STAT3	protein_coding
ENSSSCG00000017406	STAT5B	protein_coding
ENSSSCG00000017407	GHDC	protein_coding
ENSSSCG00000017410	HCRT	protein_coding
ENSSSCG00000017411	KCNH4	protein_coding
ENSSSCG00000017413	HSPB9	protein_coding
ENSSSCG00000017414	KAT2A	protein_coding
ENSSSCG00000017415	TTC25	protein_coding
ENSSSCG00000017416	DHX58	protein_coding
ENSSSCG00000017417	C17orf113	protein_coding
ENSSSCG00000017418	NKIRAS2	protein_coding
ENSSSCG00000017419	NULL	protein_coding
ENSSSCG00000017420	CNP	protein_coding
ENSSSCG00000017421	ACLY	protein_coding
ENSSSCG00000017422	FKBP10	protein_coding
ENSSSCG00000017427	HAP1	protein_coding
ENSSSCG00000017428	JUP	protein_coding
ENSSSCG00000017429	P3H4	protein_coding
ENSSSCG00000017430	EIF1	protein_coding
ENSSSCG00000017433	NULL	protein_coding
ENSSSCG00000017437	KRT36	protein_coding
ENSSSCG00000017438	KRT35	protein_coding
ENSSSCG00000017439	KRT32	protein_coding
ENSSSCG00000017441	NULL	protein_coding
ENSSSCG00000017444	KRT15	protein_coding
ENSSSCG00000017445	KRT13	protein_coding
ENSSSCG00000017446	NULL	protein_coding
ENSSSCG00000017448	KRT14	protein_coding
ENSSSCG00000017450	KRTAP3-1	protein_coding
ENSSSCG00000017451	NULL	pseudogene
ENSSSCG00000017458	KRT39	protein_coding
ENSSSCG00000017459	KRT20	protein_coding
ENSSSCG00000017460	KRT12	protein_coding
ENSSSCG00000017461	KRT28	protein_coding
ENSSSCG00000017462	KRT27	protein_coding
ENSSSCG00000017463	NULL	protein_coding
ENSSSCG00000017464	KRT25	protein_coding
ENSSSCG00000017465	KRT24	protein_coding
ENSSSCG00000017466	CCR7	protein_coding
ENSSSCG00000017470	TNS4	protein_coding
ENSSSCG00000017471	CDC6	protein_coding
ENSSSCG00000017472	IGFBP4	protein_coding
ENSSSCG00000017473	TOP2A	protein_coding
ENSSSCG00000017474	GJD3	protein_coding
ENSSSCG00000017475	RARA	protein_coding
ENSSSCG00000017476	MSL1	protein_coding
ENSSSCG00000017477	CASC3	protein_coding
ENSSSCG00000017478	RAPGEFL1	protein_coding
ENSSSCG00000017479	WIPF2	protein_coding
ENSSSCG00000017484	LRRC3C	protein_coding
ENSSSCG00000017488	CSF3	protein_coding
ENSSSCG00000017489	PSMD3	protein_coding
ENSSSCG00000017490	GSDMA	protein_coding
ENSSSCG00000017492	ORMDL3	protein_coding
ENSSSCG00000017493	ZPBP2	protein_coding
ENSSSCG00000017494	IKZF3	protein_coding
ENSSSCG00000017495	GRB7	protein_coding
ENSSSCG00000017496	MIEN1	protein_coding
ENSSSCG00000017497	ERBB2	protein_coding
ENSSSCG00000017498	PPP1R1B	protein_coding
ENSSSCG00000017499	STARD3	protein_coding
ENSSSCG00000017500	TCAP	protein_coding
ENSSSCG00000017501	PNMT	protein_coding
ENSSSCG00000017502	PGAP3	protein_coding
ENSSSCG00000017504	CDK12	protein_coding
ENSSSCG00000017505	MED1	protein_coding
ENSSSCG00000017506	FBXL20	protein_coding
ENSSSCG00000017507	NULL	protein_coding
ENSSSCG00000017508	STAC2	protein_coding
ENSSSCG00000017509	RPL19	protein_coding
ENSSSCG00000017510	CACNB1	protein_coding
ENSSSCG00000017511	PLXDC1	protein_coding
ENSSSCG00000017513	NPEPPS	protein_coding
ENSSSCG00000017514	KPNB1	protein_coding
ENSSSCG00000017515	TBKBP1	protein_coding
ENSSSCG00000017516	SP2	protein_coding
ENSSSCG00000017517	TBX21	protein_coding
ENSSSCG00000017518	OSBPL7	protein_coding
ENSSSCG00000017519	MRPL10	protein_coding
ENSSSCG00000017520	LRRC46	protein_coding
ENSSSCG00000017521	SCRN2	protein_coding
ENSSSCG00000017522	SP6	protein_coding
ENSSSCG00000017524	CDK5RAP3	protein_coding
ENSSSCG00000017525	NFE2L1	protein_coding
ENSSSCG00000017526	COPZ2	protein_coding
ENSSSCG00000017527	SKAP1	protein_coding
ENSSSCG00000017528	SNX11	protein_coding
ENSSSCG00000017529	NULL	protein_coding
ENSSSCG00000017532	HOXB1	protein_coding
ENSSSCG00000017533	HOXB2	protein_coding
ENSSSCG00000017534	HOXB3	protein_coding
ENSSSCG00000017535	HOXB4	protein_coding
ENSSSCG00000017537	HOXB8	protein_coding
ENSSSCG00000017538	HOXB7	protein_coding
ENSSSCG00000017539	HOXB6	protein_coding
ENSSSCG00000017540	HOXB5	protein_coding
ENSSSCG00000017541	HOXB13	protein_coding
ENSSSCG00000017542	TTLL6	protein_coding
ENSSSCG00000017543	CALCOCO2	protein_coding
ENSSSCG00000017544	NULL	protein_coding
ENSSSCG00000017546	ZNF652	protein_coding
ENSSSCG00000017548	NGFR	protein_coding
ENSSSCG00000017549	PHB	protein_coding
ENSSSCG00000017551	FAM117A	protein_coding
ENSSSCG00000017552	NXPH3	protein_coding
ENSSSCG00000017553	KAT7	protein_coding
ENSSSCG00000017555	NULL	protein_coding
ENSSSCG00000017556	LINC00483	protein_coding
ENSSSCG00000017557	WFIKKN2	protein_coding
ENSSSCG00000017561	ABCC3	protein_coding
ENSSSCG00000017562	CACNA1G	protein_coding
ENSSSCG00000017563	MYCBPAP	protein_coding
ENSSSCG00000017565	SPATA20	protein_coding
ENSSSCG00000017566	ACSF2	protein_coding
ENSSSCG00000017567	RSAD1	protein_coding
ENSSSCG00000017569	CHAD	protein_coding
ENSSSCG00000017571	EME1	protein_coding
ENSSSCG00000017573	XYLT2	protein_coding
ENSSSCG00000017574	NULL	protein_coding
ENSSSCG00000017575	NULL	protein_coding
ENSSSCG00000017577	NULL	protein_coding
ENSSSCG00000017578	ITGA3	protein_coding
ENSSSCG00000017583	SGCA	protein_coding
ENSSSCG00000017584	PPP1R9B	protein_coding
ENSSSCG00000017585	SAMD14	protein_coding
ENSSSCG00000017589	DLX3	protein_coding
ENSSSCG00000017590	NULL	protein_coding
ENSSSCG00000017591	NME2	protein_coding
ENSSSCG00000017592	MBTD1	protein_coding
ENSSSCG00000017593	UTP18	protein_coding
ENSSSCG00000017599	KIF2B	protein_coding
ENSSSCG00000017601	TOM1L1	protein_coding
ENSSSCG00000017602	STXBP4	protein_coding
ENSSSCG00000017604	HLF	protein_coding
ENSSSCG00000017605	MMD	protein_coding
ENSSSCG00000017607	TMEM100	protein_coding
ENSSSCG00000017608	NULL	protein_coding
ENSSSCG00000017609	ANKFN1	protein_coding
ENSSSCG00000017610	NULL	protein_coding
ENSSSCG00000017613	COIL	protein_coding
ENSSSCG00000017614	TRIM25	protein_coding
ENSSSCG00000017615	DGKE	protein_coding
ENSSSCG00000017617	SCPEP1	protein_coding
ENSSSCG00000017618	NULL	protein_coding
ENSSSCG00000017620	CCDC182	protein_coding
ENSSSCG00000017623	VEZF1	protein_coding
ENSSSCG00000017624	CUEDC1	protein_coding
ENSSSCG00000017626	SRSF1	protein_coding
ENSSSCG00000017630	EPX	protein_coding
ENSSSCG00000017635	MKS1	protein_coding
ENSSSCG00000017636	LPO	protein_coding
ENSSSCG00000017637	MPO	protein_coding
ENSSSCG00000017638	TSPOAP1	protein_coding
ENSSSCG00000017640	RNF43	protein_coding
ENSSSCG00000017641	HSF5	protein_coding
ENSSSCG00000017642	MTMR4	protein_coding
ENSSSCG00000017643	SEPT4	protein_coding
ENSSSCG00000017645	TEX14	protein_coding
ENSSSCG00000017665	DHX40	protein_coding
ENSSSCG00000017667	PTRH2	protein_coding
ENSSSCG00000017668	VMP1	protein_coding
ENSSSCG00000017669	TUBD1	protein_coding
ENSSSCG00000017670	RPS6KB1	protein_coding
ENSSSCG00000017671	NULL	protein_coding
ENSSSCG00000017672	MED13	protein_coding
ENSSSCG00000017673	INTS2	protein_coding
ENSSSCG00000017676	BCAS3	protein_coding
ENSSSCG00000017678	APPBP2	protein_coding
ENSSSCG00000017679	C17orf64	protein_coding
ENSSSCG00000017682	MYO19	protein_coding
ENSSSCG00000017688	GGNBP2	protein_coding
ENSSSCG00000017690	DHRS11	protein_coding
ENSSSCG00000017691	MRM1	protein_coding
ENSSSCG00000017692	LHX1	protein_coding
ENSSSCG00000017693	AATF	protein_coding
ENSSSCG00000017694	ACACA	protein_coding
ENSSSCG00000017696	C17orf78	protein_coding
ENSSSCG00000017699	NULL	protein_coding
ENSSSCG00000017700	CCL3L1	protein_coding
ENSSSCG00000017705	CCL5	protein_coding
ENSSSCG00000017706	HEATR9	protein_coding
ENSSSCG00000017707	TAF15	protein_coding
ENSSSCG00000017712	AP2B1	protein_coding
ENSSSCG00000017713	PEX12	protein_coding
ENSSSCG00000017717	UNC45B	protein_coding
ENSSSCG00000017720	CCL1	protein_coding
ENSSSCG00000017723	CCL2	protein_coding
ENSSSCG00000017724	NULL	protein_coding
ENSSSCG00000017726	SPACA3	protein_coding
ENSSSCG00000017727	TMEM98	protein_coding
ENSSSCG00000017728	MYO1D	protein_coding
ENSSSCG00000017730	CDK5R1	protein_coding
ENSSSCG00000017731	PSMD11	protein_coding
ENSSSCG00000017732	ZNF207	protein_coding
ENSSSCG00000017733	C17orf75	protein_coding
ENSSSCG00000017734	RHBDL3	protein_coding
ENSSSCG00000017735	RHOT1	protein_coding
ENSSSCG00000017737	RNF135	protein_coding
ENSSSCG00000017738	ADAP2	protein_coding
ENSSSCG00000017741	TEFM	protein_coding
ENSSSCG00000017743	CRLF3	protein_coding
ENSSSCG00000017744	SUZ12	protein_coding
ENSSSCG00000017745	UTP6	protein_coding
ENSSSCG00000017747	RAB11FIP4	protein_coding
ENSSSCG00000017748	NF1	protein_coding
ENSSSCG00000017749	NULL	protein_coding
ENSSSCG00000017750	EVI2B	protein_coding
ENSSSCG00000017751	OMG	protein_coding
ENSSSCG00000017752	WSB1	protein_coding
ENSSSCG00000017753	KSR1	protein_coding
ENSSSCG00000017754	NULL	protein_coding
ENSSSCG00000017755	NOS2	protein_coding
ENSSSCG00000017756	NLK	protein_coding
ENSSSCG00000017758	SPAG5	protein_coding
ENSSSCG00000017759	ALDOC	protein_coding
ENSSSCG00000017761	UNC119	protein_coding
ENSSSCG00000017762	FOXN1	protein_coding
ENSSSCG00000017763	SLC13A2	protein_coding
ENSSSCG00000017764	KIAA0100	protein_coding
ENSSSCG00000017766	NEK8	protein_coding
ENSSSCG00000017768	NULL	protein_coding
ENSSSCG00000017769	RAB34	protein_coding
ENSSSCG00000017770	PROCA1	protein_coding
ENSSSCG00000017772	SDF2	protein_coding
ENSSSCG00000017773	SUPT6H	protein_coding
ENSSSCG00000017776	ERAL1	protein_coding
ENSSSCG00000017777	FLOT2	protein_coding
ENSSSCG00000017778	DHRS13	protein_coding
ENSSSCG00000017779	PHF12	protein_coding
ENSSSCG00000017781	PIPOX	protein_coding
ENSSSCG00000017783	NULL	protein_coding
ENSSSCG00000017785	NUFIP2	protein_coding
ENSSSCG00000017787	GIT1	protein_coding
ENSSSCG00000017788	TP53I13	protein_coding
ENSSSCG00000017789	ABHD15	protein_coding
ENSSSCG00000017790	TAOK1	protein_coding
ENSSSCG00000017791	SSH2	protein_coding
ENSSSCG00000017792	CORO6	protein_coding
ENSSSCG00000017793	ANKRD13B	protein_coding
ENSSSCG00000017794	EFCAB5	protein_coding
ENSSSCG00000017795	NSRP1	protein_coding
ENSSSCG00000017796	NULL	protein_coding
ENSSSCG00000017797	SLC6A4	protein_coding
ENSSSCG00000017798	TMIGD1	protein_coding
ENSSSCG00000017799	CPD	protein_coding
ENSSSCG00000017801	TUSC5	protein_coding
ENSSSCG00000017802	BHLHA9	protein_coding
ENSSSCG00000017803	TIMM22	protein_coding
ENSSSCG00000017804	ABR	protein_coding
ENSSSCG00000017806	MRM3	protein_coding
ENSSSCG00000017808	NULL	protein_coding
ENSSSCG00000017809	GEMIN4	protein_coding
ENSSSCG00000017810	FAM57A	protein_coding
ENSSSCG00000017811	NULL	protein_coding
ENSSSCG00000017812	VPS53	protein_coding
ENSSSCG00000017814	NULL	protein_coding
ENSSSCG00000017817	PRPF8	protein_coding
ENSSSCG00000017818	SERPINF1	protein_coding
ENSSSCG00000017819	SMYD4	protein_coding
ENSSSCG00000017822	RPA1	protein_coding
ENSSSCG00000017824	DPH1	protein_coding
ENSSSCG00000017826	SMG6	protein_coding
ENSSSCG00000017829	SGSM2	protein_coding
ENSSSCG00000017832	METTL16	protein_coding
ENSSSCG00000017834	NULL	protein_coding
ENSSSCG00000017835	CLUH	protein_coding
ENSSSCG00000017836	PAFAH1B1	protein_coding
ENSSSCG00000017840	NULL	pseudogene
ENSSSCG00000017843	NULL	protein_coding
ENSSSCG00000017849	NULL	protein_coding
ENSSSCG00000017853	NULL	pseudogene
ENSSSCG00000017856	NULL	protein_coding
ENSSSCG00000017861	ASPA	protein_coding
ENSSSCG00000017862	TRPV3	protein_coding
ENSSSCG00000017863	TRPV1	protein_coding
ENSSSCG00000017864	NULL	protein_coding
ENSSSCG00000017865	CTNS	protein_coding
ENSSSCG00000017866	TAX1BP3	protein_coding
ENSSSCG00000017867	EMC6	protein_coding
ENSSSCG00000017868	NULL	protein_coding
ENSSSCG00000017869	ITGAE	protein_coding
ENSSSCG00000017870	NCBP3	protein_coding
ENSSSCG00000017873	CAMKK1	protein_coding
ENSSSCG00000017874	ATP2A3	protein_coding
ENSSSCG00000017876	CYB5D2	protein_coding
ENSSSCG00000017877	ANKFY1	protein_coding
ENSSSCG00000017878	UBE2G1	protein_coding
ENSSSCG00000017879	SPNS2	protein_coding
ENSSSCG00000017880	SPNS3	protein_coding
ENSSSCG00000017882	MYBBP1A	protein_coding
ENSSSCG00000017883	GGT6	protein_coding
ENSSSCG00000017884	TEKT1	protein_coding
ENSSSCG00000017885	SMTNL2	protein_coding
ENSSSCG00000017886	FBXO39	protein_coding
ENSSSCG00000017888	SLC13A5	protein_coding
ENSSSCG00000017890	KIAA0753	protein_coding
ENSSSCG00000017892	PITPNM3	protein_coding
ENSSSCG00000017893	PIMREG	protein_coding
ENSSSCG00000017894	WSCD1	protein_coding
ENSSSCG00000017895	RABEP1	protein_coding
ENSSSCG00000017896	SCIMP	protein_coding
ENSSSCG00000017897	NULL	protein_coding
ENSSSCG00000017900	KIF1C	protein_coding
ENSSSCG00000017901	INCA1	protein_coding
ENSSSCG00000017902	CAMTA2	protein_coding
ENSSSCG00000017904	ENO3	protein_coding
ENSSSCG00000017906	NULL	protein_coding
ENSSSCG00000017907	PFN1	protein_coding
ENSSSCG00000017908	GP1BA	protein_coding
ENSSSCG00000017909	CHRNE	protein_coding
ENSSSCG00000017912	PLD2	protein_coding
ENSSSCG00000017913	PSMB6	protein_coding
ENSSSCG00000017914	GLTPD2	protein_coding
ENSSSCG00000017915	VMO1	protein_coding
ENSSSCG00000017917	MINK1	protein_coding
ENSSSCG00000017918	ARRB2	protein_coding
ENSSSCG00000017919	MED11	protein_coding
ENSSSCG00000017920	NULL	protein_coding
ENSSSCG00000017921	ZMYND15	protein_coding
ENSSSCG00000017923	ALOX15	protein_coding
